nome_completo,primeira_hab,data_local_uf,data_emissao,validade,identidade_emissor_uf,cpf,num_registro,cat_hab,nacionalidade,filiacao_pai,filiacao_mae
ARTHUR LEÃO,30/09/2005,"11/06/1966, SALES DE CAMPOS, CE",25/08/2022,19/10/2028,CE81103904 SSP CE,831.046.275-17,63880848470,B1,BRASILEIRO(A),LUIZ GUSTAVO PACHECO,MARIA CECÍLIA DA LUZ
OLIVIA CAMARGO,04/01/1996,"01/05/1967, MONTEIRO, PE",26/06/2021,20/12/2024,PE67090473 SSP PE,450.783.261-62,50859917881,D1,BRASILEIRO(A),DR. BENICIO LIMA,LAÍS PASTOR
SR. VITOR HUGO DA CUNHA,23/03/1996,"11/12/1959, NUNES DE ROCHA, PI",07/04/2024,20/03/2034,PI41520741 SSP PI,702.451.936-34,89588840996,CE,BRASILEIRO(A),DANTE MONTEIRO,DRA. KAMILLY CUNHA
JOÃO MIGUEL ABREU,04/06/2007,"31/07/1966, SILVEIRA, TO",11/01/2022,09/07/2030,TO57414113 SSP TO,187.035.694-20,33919614145,DE,BRASILEIRO(A),JOÃO FREITAS,SRA. LUNA CASTRO
LAVÍNIA DA CRUZ,19/04/1998,"17/09/2006, BARBOSA, CE",23/03/2024,11/12/2030,CE10125035 SSP CE,710.385.694-00,47196071968,D,BRASILEIRO(A),SR. JOÃO GARCIA,ISABEL LOPES
STEPHANY CORREIA,04/02/2006,"24/12/1981, FONSECA, AP",25/10/2022,28/06/2027,AP21908269 SSP AP,561.403.729-25,90349808804,CE,BRASILEIRO(A),MATEUS PIRES,LIZ CALDEIRA
ISADORA PIMENTA,09/03/2005,"29/05/1997, GONÇALVES, MG",25/01/2025,27/02/2031,MG45084228 SSP MG,057.943.862-74,36846855336,B,BRASILEIRO(A),SAMUEL NOGUEIRA,ELOÁ DA ROSA
LARA PIMENTA,09/08/1998,"21/06/1958, COSTA, RJ",14/08/2021,27/11/2029,RJ48816563 SSP RJ,287.491.603-03,34235761249,B,BRASILEIRO(A),SR. PAULO ANDRADE,LIZ SOUZA
CAUÃ TEIXEIRA,20/06/2004,"30/05/2005, DUARTE DE NUNES, SC",19/04/2024,18/12/2027,SC16491191 SSP SC,502.718.436-08,13504395004,D,BRASILEIRO(A),JOÃO VITOR DAS NEVES,BRENDA RODRIGUES
LUIZ FERNANDO VASCONCELOS,31/03/2002,"29/05/1996, BARROS DE FONSECA, DF",01/02/2024,26/12/2030,DF41709470 SSP DF,539.487.062-47,47159233422,C,BRASILEIRO(A),DIEGO COSTA,SRTA. MELISSA NUNES
MAYSA DA MOTA,21/07/1997,"12/03/1967, CIRINO, MS",30/05/2024,10/06/2031,MS47871270 SSP MS,218.903.745-04,38070802780,CE,BRASILEIRO(A),NOAH FERNANDES,ANA CECÍLIA MARQUES
RODRIGO DA CRUZ,18/02/2003,"19/04/1970, FERNANDES DO GALHO, SE",24/07/2025,01/11/2030,SE26428501 SSP SE,981.523.760-86,37228357071,C1,BRASILEIRO(A),CARLOS EDUARDO ARAGÃO,SRTA. MELINA SILVA
HEITOR ALBUQUERQUE,08/09/2004,"24/10/1957, RIBEIRO, AP",11/07/2021,23/04/2029,AP50951984 SSP AP,531.894.027-79,11525275554,C,BRASILEIRO(A),VINICIUS MARTINS,AURORA ARAGÃO
CLARICE VIANA,23/04/2002,"10/08/1968, ROCHA, MG",29/07/2022,03/07/2026,MG33745260 SSP MG,897.135.206-02,21882538868,A,BRASILEIRO(A),DIOGO SAMPAIO,RAFAELA DA PAZ
RAVI CASSIANO,18/07/2002,"28/01/1997, MONTEIRO ALEGRE, PE",07/05/2021,20/03/2031,PE60989228 SSP PE,398.467.102-40,42478591061,D,BRASILEIRO(A),JOÃO VASCONCELOS,SABRINA REZENDE
RAVY CAVALCANTI,22/10/2003,"01/06/1982, PIMENTA, DF",14/12/2023,06/02/2033,DF62889478 SSP DF,627.314.598-91,96264221820,C1,BRASILEIRO(A),CAIO DA LUZ,MARIAH PORTO
AYLLA CASSIANO,24/02/2007,"11/06/1993, SOUSA, RN",26/12/2023,10/04/2027,RN85065766 SSP RN,816.745.039-20,58314875919,A1,BRASILEIRO(A),BRYAN TEIXEIRA,ELOAH NOVAIS
DR. LIAM DA ROCHA,14/08/2004,"19/08/1996, MARTINS, BA",06/02/2023,27/06/2032,BA96157004 SSP BA,723.980.564-65,68980076415,CE,BRASILEIRO(A),DANIEL CASSIANO,SRA. LARA JESUS
JOAQUIM CORREIA,27/08/1999,"20/03/1966, DA PAZ DE DA MATA, MS",18/10/2025,22/02/2033,MS41655170 SSP MS,450.362.791-07,11878914641,B1,BRASILEIRO(A),LEVI ARAÚJO,JULIA SOUZA
CAROLINE DA PAZ,07/10/2003,"05/07/1979, MARTINS DE GOIÁS, PE",18/09/2023,31/01/2031,PE45807618 SSP PE,405.179.862-30,69016750493,C1E,BRASILEIRO(A),RHAVI PASTOR,DRA. LUARA FERREIRA
GIOVANNA PORTO,10/05/2005,"24/03/1964, SILVEIRA, MS",28/07/2023,06/12/2030,MS79690679 SSP MS,493.605.128-42,60346637238,A1,BRASILEIRO(A),DR. CAUÃ MACEDO,BIANCA DA MATA
LUCAS GABRIEL DA PAZ,05/06/2003,"17/08/1963, NOVAES DE SAMPAIO, RO",15/02/2024,05/08/2031,RO36763585 SSP RO,518.407.239-04,50901428442,B1,BRASILEIRO(A),DR. HENRIQUE CORREIA,MARIANA SOUZA
HELOÍSA COSTELA,30/09/2001,"05/09/1986, CASSIANO DE JESUS, PR",27/04/2022,27/03/2026,PR61306224 SSP PR,061.832.975-77,60789028133,C1,BRASILEIRO(A),ANTÔNIO COSTELA,SRA. ANA LAURA COSTA
ALEXIA LOPES,19/05/1999,"19/10/1962, PINTO, TO",31/01/2024,28/01/2028,TO64050067 SSP TO,215.406.397-70,87918146078,D,BRASILEIRO(A),VITOR PINTO,SRA. ISIS SOUSA
VITOR HUGO SANTOS,06/02/2007,"24/07/1995, ABREU DO OESTE, RN",22/04/2022,24/04/2025,RN95023632 SSP RN,714.865.920-58,52816617165,ACC,BRASILEIRO(A),NOAH MARQUES,CLARICE AZEVEDO
DRA. OLIVIA SÁ,27/11/2003,"14/07/1995, JESUS, AC",05/07/2025,07/10/2029,AC12980212 SSP AC,359.468.012-60,32458402012,D,BRASILEIRO(A),RAVI LUCCA PACHECO,ANA JULIA MARTINS
BRAYAN GARCIA,16/06/2005,"23/06/1970, MACEDO, MG",07/09/2023,09/07/2033,MG67139042 SSP MG,318.742.596-82,12197067449,DE,BRASILEIRO(A),GUSTAVO HENRIQUE COSTELA,CLARICE ANDRADE
DR. HEITOR VASCONCELOS,02/11/2007,"08/07/1983, TEIXEIRA, ES",24/03/2022,10/07/2029,ES64109049 SSP ES,602.874.315-17,50852594269,D,BRASILEIRO(A),JOÃO VARGAS,MARIA LUÍSA AZEVEDO
HELLENA MENDES,04/05/2005,"14/08/1985, CAMPOS, TO",08/06/2022,16/04/2032,TO57968113 SSP TO,017.254.639-70,34773029038,C,BRASILEIRO(A),OTÁVIO SANTOS,DANIELA DA PAZ
ENZO GABRIEL FOGAÇA,05/11/2003,"04/04/1965, BARROS, SP",23/11/2022,31/12/2025,SP91777316 SSP SP,582.034.917-23,10155004787,BE,BRASILEIRO(A),VINÍCIUS GOMES,ZOE REZENDE
MARCELO SAMPAIO,16/03/2006,"20/08/1983, REZENDE DA MATA, SC",10/08/2021,15/07/2028,SC75958608 SSP SC,291.834.567-91,48512264670,B,BRASILEIRO(A),LORENZO LOPES,SRTA. MARIA FERNANDA VIEIRA
DR. LUIGI CAMPOS,02/06/1999,"17/05/1984, CAVALCANTE DE DUARTE, RJ",08/04/2021,02/08/2029,RJ54301946 SSP RJ,563.280.174-80,63887858218,B,BRASILEIRO(A),MATHEUS MONTEIRO,MARIA JULIA BARROS
ANA BEATRIZ NOVAIS,27/04/2007,"10/08/1958, TEIXEIRA, AP",27/05/2024,20/09/2028,AP86522120 SSP AP,476.150.389-01,69258074769,C1E,BRASILEIRO(A),DANTE CAMPOS,ANA VITÓRIA DA LUZ
LUIZ OTÁVIO SALES,23/09/1997,"20/04/1999, CIRINO ALEGRE, TO",19/12/2020,29/05/2024,TO61828456 SSP TO,347.615.208-17,78586362052,C1,BRASILEIRO(A),IAN ANDRADE,EMANUELLY AZEVEDO
SRA. MELISSA MENDES,07/04/1999,"03/04/1979, ROCHA, RJ",13/03/2024,18/01/2030,RJ94493383 SSP RJ,461.275.309-70,68260385255,C1,BRASILEIRO(A),PEDRO FARIAS,DRA. BRUNA MONTENEGRO
BRENDA BORGES,18/04/1996,"06/01/2001, PEIXOTO, RO",17/07/2025,06/02/2031,RO47556001 SSP RO,708.253.649-65,78940204070,C1,BRASILEIRO(A),DR. LEONARDO DAS NEVES,LUIZA FARIAS
ANA VITÓRIA ANDRADE,19/08/2004,"09/05/1968, AZEVEDO DO GALHO, MA",14/06/2024,21/04/2031,MA53128509 SSP MA,671.305.428-53,93986843818,D,BRASILEIRO(A),ENRICO FARIAS,LAURA SIQUEIRA
CAUÊ SALES,13/06/1997,"01/12/1962, VIANA DO CAMPO, AL",08/07/2023,24/06/2032,AL93916947 SSP AL,687.059.124-58,67953431106,C1,BRASILEIRO(A),MATTEO PEREIRA,DRA. MARCELA MARTINS
ELOAH NASCIMENTO,19/12/2004,"22/03/1982, MELO, TO",20/08/2022,28/09/2029,TO42623411 SSP TO,874.902.615-11,69031453217,D,BRASILEIRO(A),HENRIQUE CALDEIRA,DANIELA SOUSA
SRA. ESTHER VIANA,30/03/1998,"22/08/1970, AZEVEDO DA PRATA, RS",03/04/2024,16/08/2031,RS31453596 SSP RS,528.690.713-02,13112628002,C1E,BRASILEIRO(A),ARTHUR GABRIEL NOVAES,LUÍSA NUNES
BENÍCIO SOUSA,24/09/2003,"12/04/2007, JESUS DO NORTE, BA",11/09/2022,30/12/2025,BA18163422 SSP BA,964.382.017-31,28042635294,D1,BRASILEIRO(A),ARTHUR DA ROSA,MARIA JULIA AZEVEDO
CECILIA DA CRUZ,26/04/2007,"14/09/2004, PIMENTA DAS FLORES, MA",30/05/2023,27/02/2027,MA76642369 SSP MA,389.670.154-10,63788308474,B,BRASILEIRO(A),DR. HENRIQUE FERNANDES,ANA LÍVIA ARAÚJO
YURI MONTEIRO,19/09/2003,"26/05/1999, COSTELA, SE",01/08/2025,29/10/2029,SE52698352 SSP SE,169.870.243-40,12043669192,DE,BRASILEIRO(A),DAVI LUCAS FERNANDES,ANA JULIA DA COSTA
DR. JOÃO VITOR MARQUES,28/06/2004,"24/09/1976, NOVAES, PI",20/03/2021,27/01/2029,PI12999732 SSP PI,351.260.489-70,39107668026,C,BRASILEIRO(A),SR. JOÃO LUCAS ALVES,RAQUEL ARAÚJO
EMILLY NOGUEIRA,09/04/1999,"06/05/1963, MARTINS, PE",27/12/2020,11/01/2028,PE11801220 SSP PE,749.261.053-06,48875315562,C1,BRASILEIRO(A),SR. PAULO ALMEIDA,SOFIA CAVALCANTE
LUARA DA PAZ,07/10/1999,"10/07/1978, NOGUEIRA, AL",22/04/2023,07/12/2029,AL86486804 SSP AL,540.729.816-30,61068879245,A,BRASILEIRO(A),ANTHONY GABRIEL DIAS,MARINA ARAGÃO
JOAQUIM ALBUQUERQUE,14/02/2002,"06/02/1981, MORAES, MS",18/02/2021,01/03/2024,MS56590980 SSP MS,094.371.685-39,74111713225,B,BRASILEIRO(A),JOÃO GUILHERME DA LUZ,AYLLA SÁ
DRA. MARIA VARGAS,09/06/2007,"04/03/1999, MONTEIRO DO SUL, PI",04/12/2021,27/04/2025,PI50663133 SSP PI,402.631.579-70,91666736864,C1,BRASILEIRO(A),JOSUÉ DA COSTA,CLARA MACHADO
DOM PIRES,16/05/2005,"03/09/1993, ROCHA ALEGRE, MA",17/06/2025,12/11/2029,MA17763386 SSP MA,285.713.649-82,59845568659,D,BRASILEIRO(A),BENJAMIN SALES,ELISA RAMOS
HENRIQUE GOMES,01/04/2002,"09/02/1971, CÂMARA, DF",30/05/2022,17/06/2031,DF95446207 SSP DF,956.830.271-95,92022460322,A1,BRASILEIRO(A),ARTHUR GABRIEL PEREIRA,LUNA ABREU
CLARA MOURA,26/09/2004,"29/04/1999, SIQUEIRA, DF",28/06/2021,06/02/2030,DF34165581 SSP DF,732.916.580-86,73084331198,B,BRASILEIRO(A),PEDRO LUCAS NUNES,SRTA. LARISSA ARAÚJO
MELINA COSTELA,28/02/2005,"17/07/1993, BRITO, SP",29/01/2024,10/08/2031,SP62083305 SSP SP,248.953.670-29,10366847898,B,BRASILEIRO(A),ANTHONY FREITAS,LORENA CARVALHO
EMANUELLA REZENDE,13/01/2006,"12/02/2007, FERREIRA, RO",20/08/2023,10/02/2032,RO25502327 SSP RO,108.942.563-51,75585692706,DE,BRASILEIRO(A),SR. RYAN VIEIRA,LETÍCIA COSTELA
ISAQUE SÁ,15/11/2005,"25/04/1959, PEIXOTO DE PIMENTA, PR",21/05/2022,29/10/2028,PR63071203 SSP PR,610.493.857-48,48925923749,CE,BRASILEIRO(A),KAIQUE RIOS,SRA. BIANCA DUARTE
DR. RAVI LUCCA NOVAES,23/08/2002,"14/07/1968, SILVA DE MINAS, RN",08/03/2021,29/03/2029,RN52142221 SSP RN,193.874.562-00,40572372774,C1,BRASILEIRO(A),DR. JOÃO VITOR CÂMARA,ISIS BRITO
LORENA RAMOS,26/12/2001,"01/11/1984, COSTA DAS PEDRAS, MA",27/11/2022,09/12/2025,MA20367586 SSP MA,956.304.821-06,57087956730,C1,BRASILEIRO(A),EDUARDO GARCIA,KAMILLY BARBOSA
AGATHA RODRIGUES,30/01/1998,"01/04/1973, FONSECA, PB",16/04/2022,09/12/2028,PB95909371 SSP PB,309.456.128-42,51484557662,ACC,BRASILEIRO(A),JOSUÉ ALMEIDA,STELLA BORGES
LEANDRO CASSIANO,08/02/1997,"20/03/1996, ABREU, PA",13/09/2022,17/08/2032,PA49617091 SSP PA,654.271.389-19,39585657571,B1,BRASILEIRO(A),LUIZ OTÁVIO FOGAÇA,NATÁLIA BRITO
ALÍCIA RAMOS,27/06/1997,"12/11/1987, DA CRUZ DE MINAS, RS",11/04/2022,16/01/2028,RS76528386 SSP RS,413.785.026-71,56618266494,B,BRASILEIRO(A),VITOR GABRIEL ALVES,EDUARDA DA COSTA
GUSTAVO HENRIQUE PACHECO,26/12/1999,"04/01/1967, MACHADO, MT",24/03/2025,09/07/2034,MT39231841 SSP MT,570.394.168-75,78299815745,B1,BRASILEIRO(A),LUIZ FELIPE DA LUZ,SABRINA DA COSTA
SR. VALENTIM MARQUES,19/11/2005,"18/12/2002, GOMES DO GALHO, TO",08/01/2025,14/07/2029,TO78515125 SSP TO,186.350.974-75,93571160577,D1,BRASILEIRO(A),BENJAMIN NOVAIS,MARIA JÚLIA CAVALCANTE
LUIZ FERNANDO CIRINO,14/10/2004,"15/10/1971, SANTOS, PI",02/11/2021,03/03/2030,PI36388373 SSP PI,680.512.497-20,24622752324,D,BRASILEIRO(A),DANILO COSTELA,MARIA CECÍLIA SILVA
SR. OLIVER DA LUZ,28/10/2006,"06/06/1967, AZEVEDO, PI",29/04/2021,10/05/2026,PI46214977 SSP PI,784.951.260-01,70369585299,DE,BRASILEIRO(A),PAULO VASCONCELOS,SARAH JESUS
RAVI NASCIMENTO,14/12/1999,"29/10/1993, VARGAS DA SERRA, SE",16/02/2023,05/10/2031,SE87950661 SSP SE,791.062.384-40,20861805830,D1E,BRASILEIRO(A),DAVI LUIZ DA CRUZ,LUIZA RODRIGUES
DANILO SOUSA,04/07/2004,"29/08/1977, PINTO DE MINAS, RS",21/09/2025,18/03/2030,RS47896680 SSP RS,691.085.243-51,25365653350,C1,BRASILEIRO(A),IAN CÂMARA,DRA. HELLENA GONÇALVES
LORENZO PIRES,17/08/2007,"23/12/2000, PEIXOTO, AL",26/05/2022,18/01/2029,AL95135125 SSP AL,863.520.197-30,14946674605,DE,BRASILEIRO(A),CAUÊ ALBUQUERQUE,ANA CLARA ROCHA
ESTER MELO,16/01/2004,"15/08/1962, GARCIA DE SOUSA, PE",08/10/2021,27/12/2027,PE18484287 SSP PE,587.921.340-41,30764414378,C,BRASILEIRO(A),SR. LEANDRO DA ROCHA,MELISSA FARIAS
ÍSIS SOUSA,18/09/2003,"16/10/1985, CARVALHO, PR",12/06/2021,13/10/2024,PR36409615 SSP PR,459.137.608-75,81754421600,A,BRASILEIRO(A),GUSTAVO HENRIQUE SOUZA,ALÍCIA NOVAIS
JOÃO LUCAS DA CONCEIÇÃO,18/10/2005,"11/08/1987, DA CUNHA DE CARDOSO, PA",28/12/2020,09/05/2030,PA39096484 SSP PA,865.472.391-28,59686732679,A,BRASILEIRO(A),SR. LUIZ MIGUEL SIQUEIRA,MIRELLA AZEVEDO
SRA. LUNA PEIXOTO,24/06/1997,"26/10/1988, CAVALCANTI, MG",30/01/2022,02/12/2026,MG35677720 SSP MG,592.367.104-25,55106507917,DE,BRASILEIRO(A),NICOLAS DA ROCHA,CAROLINE SOUSA
ENRICO BRITO,14/09/2005,"24/03/1993, MELO DA SERRA, GO",21/02/2025,27/06/2028,GO83939292 SSP GO,406.317.892-78,17840036238,C1,BRASILEIRO(A),LUIZ FELIPE CAVALCANTE,HELLENA FERREIRA
HADASSA SILVEIRA,21/02/2007,"15/03/2004, COSTA, AC",18/01/2022,05/04/2027,AC77290421 SSP AC,798.351.024-14,52076177461,D1E,BRASILEIRO(A),SR. NATHAN FARIAS,MARIANA CASTRO
LUIZ OTÁVIO SALES,09/04/1997,"29/11/1970, MENDES ALEGRE, ES",07/01/2023,26/10/2026,ES34284098 SSP ES,208.573.469-38,67897185767,BE,BRASILEIRO(A),GABRIEL TEIXEIRA,MARCELA DA MOTA
DR. JOSÉ MELO,23/03/2005,"16/02/1998, ALVES DA PRAIA, RR",24/12/2024,06/07/2028,RR97032371 SSP RR,421.063.587-17,97556572814,A,BRASILEIRO(A),LUIZ HENRIQUE MELO,MARIA CECÍLIA PEREIRA
THALES SILVEIRA,23/08/2004,"18/08/2005, DA MOTA, PI",17/05/2024,24/11/2033,PI29850358 SSP PI,281.643.705-17,99357051548,B1,BRASILEIRO(A),ANDRÉ FREITAS,YASMIN LEÃO
DAVI FERREIRA,17/09/1997,"06/01/1984, VIEIRA DO NORTE, RN",19/10/2024,10/03/2030,RN55005585 SSP RN,215.730.986-12,59802487076,A1,BRASILEIRO(A),THOMAS DUARTE,EMANUELLY MARTINS
MARIA FLOR CIRINO,19/11/2003,"07/09/1992, SAMPAIO DOS DOURADOS, SC",09/02/2025,06/11/2031,SC91971109 SSP SC,459.086.312-05,31096130499,B,BRASILEIRO(A),CARLOS EDUARDO GARCIA,SRA. MAYSA ARAGÃO
SR. THÉO PACHECO,27/05/1998,"29/04/2000, DUARTE, AM",16/02/2024,26/09/2032,AM38149687 SSP AM,564.732.109-70,85711376437,DE,BRASILEIRO(A),YURI MOREIRA,GABRIELA DA COSTA
DRA. MARIA LUIZA NOVAIS,13/12/2006,"30/03/1960, PIMENTA DAS PEDRAS, AL",08/12/2024,28/09/2033,AL44585541 SSP AL,670.439.528-83,80677347913,DE,BRASILEIRO(A),KAIQUE MENDONÇA,ELOÁ CAMARGO
SRTA. ANA JÚLIA LEÃO,16/12/2006,"24/09/2007, FREITAS DA SERRA, AM",25/12/2022,29/01/2030,AM35471235 SSP AM,845.972.016-02,84631006312,ACC,BRASILEIRO(A),RODRIGO CAVALCANTI,MAITÊ DA CRUZ
ENZO GABRIEL VASCONCELOS,12/11/1999,"01/01/1984, CASSIANO DO GALHO, RR",08/05/2024,22/10/2032,RR66217856 SSP RR,254.169.738-46,53454624880,C1E,BRASILEIRO(A),DR. RAVI DA MATA,ISABELA DA CONCEIÇÃO
LUARA PIRES,29/04/1999,"27/01/2007, LOPES, PR",24/08/2023,03/11/2032,PR46496455 SSP PR,345.782.069-47,21511784271,DE,BRASILEIRO(A),JOAQUIM VIANA,ELISA MENDONÇA
ENRICO SÁ,08/07/2002,"25/11/1979, SILVA DE AZEVEDO, SE",07/07/2024,22/08/2033,SE44763610 SSP SE,623.507.948-65,31869501496,D1E,BRASILEIRO(A),DR. GAEL HENRIQUE MARQUES,EMANUELLA MONTEIRO
OTÁVIO MENDONÇA,12/04/2001,"16/07/1964, DA CUNHA, RS",24/07/2022,03/02/2030,RS62360281 SSP RS,178.256.039-40,74740212134,B1,BRASILEIRO(A),ANTHONY FARIAS,MILENA ARAÚJO
VALENTIM ABREU,03/01/2002,"03/06/1968, DA LUZ ALEGRE, PB",22/10/2021,19/03/2028,PB30770969 SSP PB,052.473.186-17,64748057833,C,BRASILEIRO(A),EMANUEL ARAGÃO,LUIZA AZEVEDO
OTTO SAMPAIO,10/08/2007,"07/08/1962, SAMPAIO, PR",28/02/2023,30/03/2030,PR20883643 SSP PR,032.861.457-26,80205742471,D1,BRASILEIRO(A),DR. MATHEUS CAVALCANTI,JÚLIA PINTO
DRA. BIANCA DA MATA,31/07/2000,"18/11/1969, AZEVEDO, AP",31/03/2025,09/01/2030,AP21234612 SSP AP,985.402.167-01,96600165520,C1,BRASILEIRO(A),VINÍCIUS VASCONCELOS,SRTA. LAÍS CÂMARA
GUSTAVO DA MOTA,15/02/2000,"02/12/1991, VARGAS, MS",23/07/2024,13/06/2029,MS13055868 SSP MS,875.093.426-00,70110188472,B,BRASILEIRO(A),YAN MACHADO,MAYSA PIRES
DR. ARTHUR MIGUEL ALVES,25/02/1999,"17/04/1982, CAMPOS, SC",11/02/2022,18/06/2028,SC45061272 SSP SC,590.682.317-40,95972013948,D,BRASILEIRO(A),ANDRÉ SOUSA,LETÍCIA PEIXOTO
DR. CAUÊ DA PAZ,15/05/2003,"07/07/1996, RAMOS, GO",29/01/2025,27/09/2029,GO28162119 SSP GO,194.273.568-55,25673646933,B1,BRASILEIRO(A),DIEGO COSTELA,MARIAH SILVEIRA
CARLOS EDUARDO MACEDO,13/12/1996,"12/03/1989, SOUSA DE FARIAS, GO",03/02/2023,03/06/2032,GO26529160 SSP GO,701.968.234-04,42993074968,D1,BRASILEIRO(A),VALENTIM BARROS,DRA. LIZ MONTEIRO
MATHIAS FERNANDES,30/04/2003,"24/01/1986, MORAES, RN",14/05/2021,06/04/2026,RN34322583 SSP RN,972.685.143-28,84459308543,C,BRASILEIRO(A),DAVI LUCAS PINTO,MARCELA FOGAÇA
LUIZ HENRIQUE BARBOSA,27/08/2000,"05/03/1975, SILVA VERDE, RO",13/02/2022,09/05/2027,RO13311264 SSP RO,875.146.329-64,20759371316,A,BRASILEIRO(A),YAGO SAMPAIO,LUNA SOUSA
CLARA PORTO,19/06/2007,"28/12/1974, CARDOSO, PE",23/10/2025,14/09/2034,PE33696179 SSP PE,210.843.695-24,49723530854,A1,BRASILEIRO(A),SR. JOSÉ RIOS,DRA. EMANUELLA CARDOSO
SRA. CAROLINA MARTINS,18/10/2001,"26/02/1988, MARQUES, AC",18/09/2022,21/07/2032,AC78153247 SSP AC,239.714.605-34,42244257276,B1,BRASILEIRO(A),DR. HEITOR MARQUES,ÁGATHA CASSIANO
RAFAELA FERREIRA,15/02/2000,"11/09/1995, MONTENEGRO DE MINAS, PB",28/12/2021,15/09/2028,PB26115998 SSP PB,256.308.714-71,95540260049,A,BRASILEIRO(A),GABRIEL PASTOR,DRA. LAURA CASA GRANDE
DR. APOLLO PEREIRA,27/03/2004,"26/03/1988, GOMES DA MATA, AM",06/06/2025,26/08/2034,AM76088582 SSP AM,896.703.124-69,66245232201,A,BRASILEIRO(A),ISAAC JESUS,MARIA ALBUQUERQUE
NICOLE CORREIA,17/05/2000,"02/07/1979, MARQUES DAS FLORES, SC",20/01/2022,26/05/2027,SC98449164 SSP SC,269.870.154-49,26278111055,D1E,BRASILEIRO(A),CALEBE CORREIA,EDUARDA MENDONÇA
SR. BENJAMIN JESUS,10/06/2003,"24/10/2003, MACHADO, ES",15/02/2023,03/03/2032,ES30033685 SSP ES,021.967.534-16,70183670735,A,BRASILEIRO(A),DR. FERNANDO GARCIA,CECILIA MELO
ISADORA FERREIRA,06/04/2005,"08/09/1972, VIANA, MA",06/01/2024,02/11/2033,MA82408087 SSP MA,670.839.451-01,79955441611,C1,BRASILEIRO(A),LUCAS SÁ,MILENA CASA GRANDE
SR. RAUL CARVALHO,24/12/2004,"12/09/1990, CAMPOS, AC",19/08/2023,11/05/2032,AC21859870 SSP AC,029.138.576-12,81263244985,ACC,BRASILEIRO(A),MARCELO ALBUQUERQUE,ANA PASTOR
LUIZ FERNANDO PIRES,01/12/2003,"25/11/1977, JESUS, PI",27/02/2023,15/11/2030,PI44990659 SSP PI,613.974.528-46,40514114668,A,BRASILEIRO(A),LUIGI DUARTE,MILENA LOPES
MELINA SILVEIRA,23/10/2004,"02/10/1976, LEÃO DE CUNHA, PA",30/08/2021,24/12/2026,PA87319136 SSP PA,756.318.049-48,37076956440,BE,BRASILEIRO(A),NATHAN CASSIANO,RAQUEL RIBEIRO
LUIZA CASTRO,19/03/2000,"25/05/1976, NASCIMENTO, SC",28/07/2021,03/03/2031,SC34882864 SSP SC,064.173.829-31,50419526053,BE,BRASILEIRO(A),DAVI LUCCA RIOS,MARIA SOPHIA PORTO
SR. RHAVI MENDES,07/05/2006,"30/09/1981, FOGAÇA, MT",04/10/2024,28/11/2031,MT31579710 SSP MT,915.482.607-11,20454811218,BE,BRASILEIRO(A),KEVIN CARDOSO,SRTA. MAYSA CAMPOS
VALENTIM GOMES,20/03/2002,"28/01/1973, COSTA DO CAMPO, SP",07/05/2024,13/07/2033,SP71398114 SSP SP,465.287.391-37,61730603061,B1,BRASILEIRO(A),DR. PEDRO HENRIQUE ALMEIDA,MARIA LUÍSA GARCIA
DANILO DA ROSA,26/07/1996,"17/06/1978, BARBOSA PAULISTA, RJ",21/01/2022,21/11/2027,RJ90863267 SSP RJ,385.729.014-50,38117160937,C1,BRASILEIRO(A),DIEGO RIBEIRO,ANA VITÓRIA VASCONCELOS
MARIA LUÍSA NOVAIS,03/02/2004,"09/11/2001, SAMPAIO DE CIRINO, RS",22/01/2022,14/03/2031,RS51199675 SSP RS,758.162.409-94,42112227882,C,BRASILEIRO(A),ALEXANDRE PASTOR,SOPHIE CAVALCANTI
MATEUS BORGES,24/02/2007,"21/03/2000, MONTEIRO GRANDE, CE",10/08/2021,03/04/2025,CE21263726 SSP CE,082.145.976-76,85385364233,C1E,BRASILEIRO(A),DR. LUIZ OTÁVIO PINTO,ÍSIS DAS NEVES
DANIELA PINTO,13/09/2001,"02/10/1975, CAVALCANTI DE DUARTE, PI",08/10/2021,04/03/2027,PI94053117 SSP PI,614.890.372-50,57364386043,A,BRASILEIRO(A),JOÃO GUILHERME OLIVEIRA,SRA. ANA LUIZA MARQUES
BRENO GOMES,23/02/2004,"06/12/1977, SÁ ALEGRE, SE",26/12/2024,25/05/2028,SE94108593 SSP SE,462.085.173-62,49921970586,D1E,BRASILEIRO(A),PIETRO DA LUZ,MARIA VITÓRIA CASA GRANDE
DRA. MELINA ROCHA,27/01/1997,"04/05/1962, GOMES, SE",09/05/2024,21/11/2032,SE74616208 SSP SE,316.892.054-15,87533068618,C,BRASILEIRO(A),DANTE CARDOSO,ALLANA PORTO
MARIANA GONÇALVES,27/02/2005,"06/10/2007, CIRINO DE ARAÚJO, RN",07/09/2023,30/09/2031,RN47415741 SSP RN,347.618.952-09,27674706955,B,BRASILEIRO(A),ANTHONY CASSIANO,JULIA FERNANDES
BERNARDO PASTOR,08/12/1996,"16/02/2000, VIEIRA DE PIMENTA, PR",19/12/2020,27/06/2027,PR18755757 SSP PR,650.793.281-77,24037630385,C,BRASILEIRO(A),JOAQUIM BARBOSA,ELOÁ FONSECA
